회원키,총구매,총매수,총금액,첫구매일,최근구매일,분포
00000015050,4,7,666000,20210423: ,20250706: ,2021|뮤지컬:1;2022|미상:1;2024|클래식:1;2025|뮤지컬:1
00000005409,5,9,1143000,20210423: ,20250704: ,2021|뮤지컬:1;2022|뮤지컬:1;2022|발레/연극:1;2024|뮤지컬:1;2025|뮤지컬:1
00000011940,4,13,1070000,20201024: ,20230407: ,2021|뮤지컬:1;2021|어린이·가족:1;2023|뮤지컬:1;2020|뮤지컬:1
00000007158,1,2,320000,20210423: ,20210423: ,2021|뮤지컬:1
00000007387,5,6,590500,20210423: ,20240713: ,2021|뮤지컬:1;2022|뮤지컬:2;2023|클래식:1;2024|뮤지컬:1
00000021196,5,9,864000,20210423: ,20231222: ,2021|뮤지컬:1;2022|뮤지컬:2;2022|미상:1;2023|발레/연극:1
00000016579,2,4,386000,20210423: ,20250802: ,2021|뮤지컬:1;2025|어린이·가족:1
00000014737,1,3,416000,20210423: ,20210423: ,2021|뮤지컬:1
00000015726,1,1,144000,20210423: ,20210423: ,2021|뮤지컬:1
00000009496,5,12,1490000,20210423: ,20241101: ,2021|뮤지컬:3;2023|뮤지컬:1;2024|클래식:1
00000016129,1,2,288000,20210423: ,20210423: ,2021|뮤지컬:1
00000017998,7,13,1189000,20210423: ,20240712: ,2021|뮤지컬:1;2021|클래식:1;2022|발레/연극:1;2023|클래식:2;2023|뮤지컬:1;2024|뮤지컬:1
00000008102,7,11,977000,20210423: ,20250720: ,2021|뮤지컬:1;2023|발레/연극:1;2024|뮤지컬:3;2025|뮤지컬:1;2025|발레/연극:1
00000000674,2,4,468000,20210423: ,20230609: ,2021|뮤지컬:1;2023|발레/연극:1
00000006238,28,33,3945000,20210423: ,20251122: ,2021|뮤지컬:1;2021|클래식:3;2022|뮤지컬:9;2022|발레/연극:2;2023|클래식:2;2023|발레/연극:1;2024|뮤지컬:4;2025|뮤지컬:6
00000000177,1,2,288000,20210423: ,20210423: ,2021|뮤지컬:1
00000012272,8,14,503400,20210423: ,20250802: ,2021|뮤지컬:1;2021|클래식:3;2022|미상:2;2024|발레/연극:1;2025|어린이·가족:1
00000019497,3,3,279000,20210423: ,20230609: ,2021|뮤지컬:1;2022|클래식:1;2023|발레/연극:1
00000019507,7,12,1653500,20210423: ,20230408: ,2021|뮤지컬:4;2022|뮤지컬:1;2022|클래식:1;2023|뮤지컬:1
00000020877,12,28,968000,20200619: ,20231214: ,2021|뮤지컬:1;2021|클래식:3;2023|클래식:6;2023|발레/연극:1;2020|클래식:1
00000003569,1,2,162000,20210423: ,20210423: ,2021|뮤지컬:1
00000019891,7,14,1512000,20210423: ,20251123: ,2021|뮤지컬:1;2023|클래식:2;2024|뮤지컬:1;2025|뮤지컬:3
00000011847,1,2,320000,20210423: ,20210423: ,2021|뮤지컬:1
00000022201,4,6,432000,20210423: ,20231216: ,2021|뮤지컬:1;2023|발레/연극:3
00000019405,5,10,1400000,20210423: ,20250215: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|뮤지컬:2;2025|뮤지컬:1
00000013497,7,26,1323900,20201017: ,20241224: ,2021|뮤지컬:1;2021|발레/연극:1;2021|클래식:1;2023|클래식:1;2024|발레/연극:1;2020|클래식:2
00000020798,1,2,288000,20210423: ,20210423: ,2021|뮤지컬:1
00000013941,1,1,160000,20210423: ,20210423: ,2021|뮤지컬:1
00000015161,1,1,144000,20210423: ,20210423: ,2021|뮤지컬:1
00000010346,1,2,162000,20210423: ,20210423: ,2021|뮤지컬:1
00000016841,1,2,288000,20210423: ,20210423: ,2021|뮤지컬:1
00000008610,7,16,987000,20201205: ,20250424: ,2021|뮤지컬:1;2022|발레/연극:1;2023|뮤지컬:1;2023|발레/연극:1;2024|클래식:1;2025|발레/연극:1;2020|클래식:1
00000007200,3,6,732000,20210423: ,20221203: ,2021|뮤지컬:1;2022|뮤지컬:2
00000004283,4,8,902600,20210423: ,20241225: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|뮤지컬:1;2024|발레/연극:1
00000011222,12,19,1553500,20201205: ,20251204: ,2021|뮤지컬:1;2021|클래식:2;2022|뮤지컬:1;2023|뮤지컬:1;2023|클래식:1;2024|발레/연극:1;2024|뮤지컬:2;2025|뮤지컬:1;2025|클래식:1;2020|클래식:1
00000011679,3,9,579800,20210423: ,20250802: ,2021|뮤지컬:1;2021|어린이·가족:1;2025|어린이·가족:1
00000003947,1,5,768000,20210423: ,20210423: ,2021|뮤지컬:1
00000021068,3,7,666000,20210423: ,20250216: ,2021|뮤지컬:2;2025|뮤지컬:1
00000006628,1,2,288000,20210423: ,20210423: ,2021|뮤지컬:1
00000022319,3,3,342000,20210423: ,20220415: ,2021|뮤지컬:1;2021|클래식:1;2022|뮤지컬:1
00000005749,2,4,369200,20210423: ,20250802: ,2021|뮤지컬:1;2025|어린이·가족:1
00000002334,22,50,2501500,20210423: ,20251129: ,2021|뮤지컬:1;2021|클래식:3;2022|클래식:2;2022|미상:2;2022|뮤지컬:1;2023|클래식:3;2024|클래식:1;2024|발레/연극:1;2024|뮤지컬:2;2025|발레/연극:4;2025|뮤지컬:1;2025|클래식:1
00000008963,5,7,455000,20200619: ,20240714: ,2021|뮤지컬:1;2021|클래식:1;2024|뮤지컬:1;2020|클래식:2
00000003034,7,8,784000,20210423: ,20251128: ,2021|뮤지컬:2;2024|뮤지컬:2;2025|발레/연극:2;2025|뮤지컬:1
00000007178,1,2,260000,20210423: ,20210423: ,2021|뮤지컬:1
00000018896,2,4,576000,20210423: ,20240714: ,2021|뮤지컬:1;2024|뮤지컬:1
00000017827,10,33,1644000,20210423: ,20241206: ,2021|뮤지컬:1;2021|발레/연극:1;2022|클래식:3;2023|클래식:4;2024|클래식:1
00000020821,1,2,288000,20210423: ,20210423: ,2021|뮤지컬:1
00000019609,3,8,912000,20210423: ,20241214: ,2021|뮤지컬:1;2023|뮤지컬:1;2024|발레/연극:1
00000002333,5,10,1170000,20210423: ,20240712: ,2021|뮤지컬:2;2022|뮤지컬:1;2024|클래식:1;2024|뮤지컬:1
00000007738,1,2,288000,20210423: ,20210423: ,2021|뮤지컬:1
00000009911,7,25,1823000,20201018: ,20241124: ,2021|뮤지컬:1;2024|발레/연극:1;2024|뮤지컬:2;2024|클래식:1;2020|클래식:1;2020|뮤지컬:1
00000018754,2,5,456000,20210423: ,20240906: ,2021|뮤지컬:1;2024|클래식:1
00000010757,25,28,1504500,20201016: ,20220923: ,2021|뮤지컬:3;2021|클래식:6;2021|발레/연극:1;2022|클래식:7;2022|뮤지컬:1;2022|발레/연극:2;2020|클래식:5
00000014710,2,6,920000,20210424: ,20230408: ,2021|뮤지컬:1;2023|뮤지컬:1
00000019805,24,32,2542500,20210424: ,20251129: ,2021|뮤지컬:1;2022|뮤지컬:2;2022|클래식:2;2022|발레/연극:1;2023|뮤지컬:1;2023|발레/연극:2;2023|클래식:2;2023|어린이·가족:1;2024|클래식:2;2024|뮤지컬:2;2024|기타:1;2025|클래식:2;2025|발레/연극:3;2025|뮤지컬:2
00000014698,2,4,600000,20210424: ,20211211: ,2021|뮤지컬:2
00000012277,21,61,3652000,20210424: ,20251204: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|클래식:4;2024|뮤지컬:3;2025|클래식:7;2025|기타:1;2025|뮤지컬:4
00000013425,4,12,726000,20210424: ,20240511: ,2021|뮤지컬:1;2021|클래식:1;2023|어린이·가족:1;2024|어린이·가족:1
00000013533,3,4,567000,20210424: ,20250705: ,2021|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:1
00000007150,2,4,324000,20210424: ,20220120: ,2021|뮤지컬:1;2022|클래식:1
00000018609,4,7,803000,20210424: ,20230408: ,2021|뮤지컬:2;2023|클래식:1;2023|뮤지컬:1
00000003715,5,10,1394000,20210424: ,20251123: ,2021|뮤지컬:1;2022|클래식:1;2025|뮤지컬:3
00000000381,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000021287,2,4,378000,20210424: ,20220820: ,2021|뮤지컬:1;2022|클래식:1
00000001498,11,29,1785500,20210424: ,20251129: ,2021|뮤지컬:2;2021|어린이·가족:1;2022|어린이·가족:2;2023|뮤지컬:3;2024|발레/연극:2;2025|발레/연극:1
00000007196,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000014035,4,13,928000,20210424: ,20250517: ,2021|뮤지컬:1;2021|클래식:1;2022|클래식:1;2025|기타:1
00000000302,6,15,1251500,20210424: ,20251122: ,2021|뮤지컬:1;2023|클래식:1;2023|어린이·가족:1;2025|뮤지컬:2;2025|발레/연극:1
00000021882,3,3,351000,20210424: ,20230408: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1
00000003510,4,8,1090000,20210424: ,20230409: ,2021|뮤지컬:2;2022|뮤지컬:1;2023|뮤지컬:1
00000010196,5,9,1334000,20210424: ,20250705: ,2021|뮤지컬:1;2025|뮤지컬:4
00000004848,2,5,652000,20210424: ,20250705: ,2021|뮤지컬:1;2025|뮤지컬:1
00000018362,4,8,512000,20210424: ,20230826: ,2021|뮤지컬:1;2021|발레/연극:1;2021|클래식:1;2023|클래식:1
00000021130,3,6,810000,20210424: ,20220416: ,2021|뮤지컬:2;2022|뮤지컬:1
00000007924,13,28,3533500,20210424: ,20251123: ,2021|뮤지컬:3;2022|뮤지컬:1;2022|어린이·가족:1;2023|뮤지컬:1;2023|발레/연극:1;2023|클래식:1;2024|뮤지컬:1;2025|뮤지컬:4
00000009102,6,7,765000,20210424: ,20250216: ,2021|뮤지컬:2;2021|발레/연극:1;2023|뮤지컬:2;2025|뮤지컬:1
00000020592,7,7,282000,20210424: ,20250904: ,2021|뮤지컬:1;2022|클래식:1;2023|클래식:3;2025|클래식:2
00000016133,5,11,1370000,20210424: ,20250704: ,2021|뮤지컬:1;2022|뮤지컬:1;2022|어린이·가족:1;2023|뮤지컬:1;2025|뮤지컬:1
00000007292,1,2,234000,20210424: ,20210424: ,2021|뮤지컬:1
00000017905,9,17,2336000,20210424: ,20251123: ,2021|뮤지컬:2;2022|뮤지컬:3;2024|뮤지컬:2;2025|뮤지컬:2
00000014347,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000011083,1,3,480000,20210424: ,20210424: ,2021|뮤지컬:1
00000019332,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000011725,5,12,947500,20210424: ,20220924: ,2021|뮤지컬:1;2021|발레/연극:1;2022|클래식:1;2022|발레/연극:2
00000004630,2,3,216000,20210424: ,20210529: ,2021|뮤지컬:1;2021|발레/연극:1
00000000819,7,17,1295500,20210424: ,20250529: ,2021|뮤지컬:3;2024|뮤지컬:3;2025|발레/연극:1
00000017994,5,5,236000,20210424: ,20250720: ,2021|뮤지컬:2;2022|클래식:1;2024|발레/연극:1;2025|발레/연극:1
00000009080,3,6,459000,20210424: ,20251129: ,2021|뮤지컬:1;2021|발레/연극:1;2025|발레/연극:1
00000003509,4,7,996000,20210424: ,20230408: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:2
00000010676,2,4,576000,20210424: ,20250706: ,2021|뮤지컬:1;2025|뮤지컬:1
00000012906,9,22,911000,20210424: ,20250911: ,2021|뮤지컬:1;2021|발레/연극:1;2021|클래식:2;2023|클래식:1;2024|뮤지컬:1;2024|클래식:1;2025|뮤지컬:1;2025|클래식:1
00000000872,3,4,315000,20210424: ,20250720: ,2021|뮤지컬:1;2025|뮤지컬:1;2025|발레/연극:1
00000002729,12,20,2251000,20201017: ,20251122: ,2021|뮤지컬:5;2021|클래식:1;2023|뮤지컬:1;2024|뮤지컬:2;2025|뮤지컬:1;2020|클래식:2
00000009121,3,4,606000,20210424: ,20230408: ,2021|뮤지컬:2;2023|뮤지컬:1
00000021597,5,15,2228000,20210424: ,20220417: ,2021|뮤지컬:2;2022|뮤지컬:3
00000017769,3,7,567000,20210424: ,20231020: ,2021|뮤지컬:1;2022|발레/연극:1;2023|클래식:1
00000021838,8,32,3041000,20210424: ,20241206: ,2021|뮤지컬:3;2022|발레/연극:2;2023|클래식:1;2024|클래식:2
00000010910,5,10,1258000,20210424: ,20251123: ,2021|뮤지컬:1;2023|발레/연극:1;2024|뮤지컬:1;2025|뮤지컬:2
00000018751,2,3,248000,20210424: ,20240518: ,2021|뮤지컬:1;2024|발레/연극:1
00000022633,1,1,160000,20210424: ,20210424: ,2021|뮤지컬:1
00000000614,2,4,540000,20210424: ,20230408: ,2021|뮤지컬:1;2023|뮤지컬:1
00000018747,2,3,276500,20201024: ,20210424: ,2021|뮤지컬:1;2020|뮤지컬:1
00000012236,3,8,510000,20210424: ,20221208: ,2021|뮤지컬:2;2022|클래식:1
00000015414,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000003918,2,4,285000,20201205: ,20210424: ,2021|뮤지컬:1;2020|클래식:1
00000005046,3,8,1040000,20210424: ,20220416: ,2021|뮤지컬:2;2022|뮤지컬:1
00000016403,19,27,1702000,20210424: ,20251123: ,2021|뮤지컬:1;2021|클래식:2;2022|클래식:3;2023|클래식:4;2024|클래식:2;2024|뮤지컬:1;2025|클래식:2;2025|발레/연극:2;2025|뮤지컬:2
00000017278,2,4,558000,20210424: ,20241123: ,2021|뮤지컬:1;2024|뮤지컬:1
00000009056,3,4,464000,20210424: ,20251123: ,2021|뮤지컬:2;2025|뮤지컬:1
00000000561,9,16,937500,20201205: ,20250710: ,2021|뮤지컬:1;2022|뮤지컬:1;2022|클래식:1;2022|미상:3;2023|뮤지컬:1;2025|클래식:1;2020|클래식:1
00000007336,4,10,784000,20210424: ,20240518: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|발레/연극:1;2024|발레/연극:1
00000007721,1,1,144000,20210424: ,20210424: ,2021|뮤지컬:1
00000012008,3,4,540000,20210424: ,20211211: ,2021|뮤지컬:3
00000001693,10,18,1614000,20210424: ,20250720: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|발레/연극:1;2023|클래식:2;2024|뮤지컬:1;2024|클래식:1;2025|뮤지컬:2;2025|발레/연극:1
00000009592,2,4,558000,20210424: ,20241123: ,2021|뮤지컬:1;2024|뮤지컬:1
00000007587,2,2,304000,20210424: ,20210425: ,2021|뮤지컬:2
00000016290,2,5,596000,20210424: ,20230408: ,2021|뮤지컬:1;2023|뮤지컬:1
00000004907,1,2,234000,20210424: ,20210424: ,2021|뮤지컬:1
00000003165,6,6,867000,20210424: ,20241123: ,2021|뮤지컬:2;2022|뮤지컬:2;2024|뮤지컬:2
00000009811,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000001995,3,5,374000,20210424: ,20220915: ,2021|뮤지컬:1;2022|어린이·가족:1;2022|미상:1
00000018023,5,7,990000,20210424: ,20240713: ,2021|뮤지컬:2;2023|뮤지컬:1;2024|뮤지컬:2
00000015152,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000020930,1,2,320000,20210424: ,20210424: ,2021|뮤지컬:1
00000000327,2,3,480000,20210424: ,20210424: ,2021|뮤지컬:2
00000001940,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000006739,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000018520,20,47,4745500,20210424: ,20251123: ,2021|뮤지컬:3;2021|어린이·가족:1;2022|뮤지컬:6;2022|미상:1;2023|뮤지컬:1;2023|어린이·가족:1;2024|발레/연극:1;2024|뮤지컬:4;2025|어린이·가족:1;2025|뮤지컬:1
00000021209,5,9,483500,20201205: ,20231021: ,2021|뮤지컬:1;2023|클래식:1;2020|클래식:3
00000017784,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000002217,4,9,1380000,20210424: ,20230408: ,2021|뮤지컬:3;2023|뮤지컬:1
00000011000,3,4,162000,20210424: ,20220917: ,2021|뮤지컬:1;2022|미상:2
00000010706,3,5,712000,20210424: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:1;2025|뮤지컬:1
00000000503,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000003806,1,1,144000,20210424: ,20210424: ,2021|뮤지컬:1
00000016128,5,10,818000,20210424: ,20240712: ,2021|뮤지컬:1;2021|발레/연극:1;2023|클래식:1;2023|발레/연극:1;2024|뮤지컬:1
00000010006,7,13,647000,20210424: ,20250904: ,2021|뮤지컬:1;2021|클래식:1;2023|클래식:3;2025|클래식:2
00000013038,1,2,320000,20210424: ,20210424: ,2021|뮤지컬:1
00000013067,3,3,304000,20201126: ,20250425: ,2021|뮤지컬:1;2025|발레/연극:1;2020|클래식:1
00000008198,2,4,628000,20210424: ,20251123: ,2021|뮤지컬:1;2025|뮤지컬:1
00000020250,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000012392,1,4,520000,20210424: ,20210424: ,2021|뮤지컬:1
00000012487,2,4,558000,20210424: ,20220416: ,2021|뮤지컬:1;2022|뮤지컬:1
00000004964,5,9,1154000,20210424: ,20251122: ,2021|뮤지컬:1;2023|클래식:1;2024|뮤지컬:2;2025|뮤지컬:1
00000014108,2,5,463000,20210424: ,20231224: ,2021|뮤지컬:1;2023|클래식:1
00000001639,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000013741,14,36,2767000,20210424: ,20251122: ,2021|뮤지컬:1;2022|클래식:4;2022|뮤지컬:1;2023|클래식:4;2024|뮤지컬:1;2025|뮤지컬:3
00000016264,2,4,554000,20210424: ,20240712: ,2021|뮤지컬:1;2024|뮤지컬:1
00000021547,3,5,711000,20210424: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:1;2025|뮤지컬:1
00000017069,20,34,1699000,20210424: ,20250911: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|클래식:3;2024|클래식:5;2024|뮤지컬:3;2025|클래식:7
00000011466,6,11,1088000,20210424: ,20251122: ,2021|뮤지컬:1;2022|뮤지컬:1;2022|미상:1;2024|기타:1;2025|발레/연극:1;2025|뮤지컬:1
00000015786,2,5,678000,20210424: ,20220417: ,2021|뮤지컬:1;2022|뮤지컬:1
00000022634,2,4,410000,20210424: ,20211002: ,2021|뮤지컬:1;2021|어린이·가족:1
00000009055,3,4,572000,20210424: ,20250706: ,2021|뮤지컬:1;2025|뮤지컬:2
00000019417,12,33,2258000,20210424: ,20251128: ,2021|뮤지컬:2;2022|뮤지컬:2;2022|어린이·가족:1;2022|미상:1;2022|발레/연극:1;2023|발레/연극:2;2024|뮤지컬:1;2024|발레/연극:1;2025|발레/연극:1
00000019943,6,12,591000,20210424: ,20230119: ,2021|뮤지컬:1;2022|발레/연극:1;2023|클래식:1;2022|클래식:3
00000000758,2,4,336000,20210424: ,20220820: ,2021|뮤지컬:1;2022|어린이·가족:1
00000018547,3,5,764000,20210424: ,20250706: ,2021|뮤지컬:1;2022|뮤지컬:1;2025|뮤지컬:1
00000022434,11,30,1615000,20201225: ,20240904: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|클래식:5;2024|클래식:2;2020|클래식:2
00000000465,3,5,740000,20210424: ,20250214: ,2021|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:1
00000004399,1,4,608000,20210424: ,20210424: ,2021|뮤지컬:1
00000005211,2,4,560000,20210424: ,20230408: ,2021|뮤지컬:1;2023|뮤지컬:1
00000002934,4,11,1016000,20210424: ,20250720: ,2021|뮤지컬:1;2022|뮤지컬:1;2022|발레/연극:1;2025|발레/연극:1
00000017516,1,3,448000,20210424: ,20210424: ,2021|뮤지컬:1
00000012663,1,1,144000,20210424: ,20210424: ,2021|뮤지컬:1
00000008676,6,14,1078000,20210424: ,20230610: ,2021|뮤지컬:1;2021|발레/연극:1;2022|발레/연극:2;2022|뮤지컬:1;2023|발레/연극:1
00000022144,1,2,288000,20210424: ,20210424: ,2021|뮤지컬:1
00000010417,2,4,234000,20210424: ,20231224: ,2021|뮤지컬:1;2023|발레/연극:1
00000003383,2,3,396000,20210424: ,20211211: ,2021|뮤지컬:2
00000004739,2,4,540000,20210424: ,20211211: ,2021|뮤지컬:2
00000009700,1,2,180000,20210424: ,20210424: ,2021|뮤지컬:1
00000010672,6,18,1884000,20210424: ,20250720: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1;2025|뮤지컬:1;2025|발레/연극:2
00000015825,3,6,828000,20210424: ,20250705: ,2021|뮤지컬:2;2025|뮤지컬:1
00000002548,2,4,339000,20210424: ,20210522: ,2021|뮤지컬:1;2021|클래식:1
00000003317,4,8,872000,20210424: ,20220923: ,2021|뮤지컬:1;2021|발레/연극:1;2022|뮤지컬:1;2022|발레/연극:1
00000012954,1,1,160000,20210424: ,20210424: ,2021|뮤지컬:1
00000001459,11,19,1905000,20210424: ,20251129: ,2021|뮤지컬:2;2024|발레/연극:2;2024|뮤지컬:2;2025|뮤지컬:3;2025|발레/연극:2
00000002663,3,6,792000,20210424: ,20230408: ,2021|뮤지컬:2;2023|뮤지컬:1
00000021612,2,4,640000,20210424: ,20210425: ,2021|뮤지컬:2
00000014940,8,16,1403000,20210424: ,20251128: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|발레/연극:2;2024|뮤지컬:1;2025|뮤지컬:1;2025|발레/연극:2
00000003259,4,7,732000,20210424: ,20250920: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1;2025|어린이·가족:1
00000009810,3,10,948000,20210424: ,20250720: ,2021|뮤지컬:1;2025|뮤지컬:1;2025|발레/연극:1
00000002494,3,3,450000,20210424: ,20230408: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1
00000003246,6,9,1247000,20210424: ,20240712: ,2021|뮤지컬:2;2022|뮤지컬:2;2023|뮤지컬:1;2024|뮤지컬:1
00000017339,5,9,710000,20201018: ,20231013: ,2021|뮤지컬:2;2023|클래식:2;2020|클래식:1
00000006773,2,3,378000,20210424: ,20221203: ,2021|뮤지컬:1;2022|뮤지컬:1
00000016230,5,9,872500,20210424: ,20250425: ,2021|뮤지컬:1;2022|클래식:1;2022|발레/연극:1;2025|발레/연극:2
00000006244,5,14,1523000,20210424: ,20241123: ,2021|뮤지컬:1;2021|발레/연극:1;2022|뮤지컬:1;2023|뮤지컬:1;2024|뮤지컬:1
00000005037,5,16,1073000,20210424: ,20241124: ,2021|뮤지컬:1;2021|클래식:1;2022|어린이·가족:1;2024|뮤지컬:2
00000014587,3,6,492000,20210424: ,20220924: ,2021|뮤지컬:1;2021|클래식:1;2022|발레/연극:1
00000015663,14,22,2881000,20201225: ,20250706: ,2021|뮤지컬:2;2022|뮤지컬:7;2023|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:1;2020|클래식:2
00000006149,1,4,342000,20210424: ,20210424: ,2021|뮤지컬:1
